NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,visibility_type,modifier_type,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,is_smelly
1.0,13.0,11.0,8,23.0,25.0,11.0,24,9.0,6.0,3,108,28,16.0,3.0,5.0,21.0,19.0,0,0,5.0,1,22.0,4.0,9.0,9,2.0,125,34,13.0,3.0,3.0,8,34,86,1.0,7.0,22.0,19.0,18.0,20.0,true
12.0,18.0,16.0,25,10.0,17.0,17.0,9,24.0,19.0,3,1,53,1.0,4.0,2.0,11.0,16.0,2,4,8.0,15,22.0,15.0,22.0,22,5.0,122,17,11.0,26.0,8.0,22,16,19,14.0,17.0,0.0,4.0,6.0,8.0,false
2.0,23.0,12.0,12,5.0,20.0,2.0,4,9.0,15.0,2,19,48,22.0,21.0,7.0,7.0,13.0,11,4,18.0,6,9.0,24.0,10.0,5,14.0,127,35,14.0,26.0,18.0,22,19,30,1.0,5.0,4.0,5.0,13.0,0.0,false
14.0,9.0,20.0,30,20.0,13.0,5.0,7,9.0,7.0,1,11,22,20.0,8.0,26.0,17.0,6.0,3,9,14.0,17,22.0,15.0,2.0,30,8.0,83,23,16.0,16.0,3.0,22,33,44,25.0,20.0,16.0,3.0,12.0,15.0,false
9.0,24.0,19.0,0,12.0,12.0,0.0,23,18.0,11.0,2,114,137,15.0,19.0,17.0,15.0,0.0,5,11,24.0,17,5.0,23.0,1.0,23,7.0,37,30,17.0,14.0,21.0,32,10,8,25.0,1.0,6.0,7.0,9.0,6.0,true
25.0,13.0,4.0,34,2.0,13.0,8.0,23,20.0,14.0,3,114,102,12.0,9.0,5.0,16.0,13.0,3,1,18.0,18,20.0,12.0,10.0,9,6.0,98,26,17.0,18.0,10.0,13,36,44,13.0,23.0,2.0,22.0,7.0,21.0,false
17.0,2.0,0.0,2,6.0,18.0,26.0,11,23.0,1.0,0,126,16,6.0,19.0,12.0,5.0,26.0,13,1,1.0,11,3.0,0.0,13.0,5,1.0,111,10,10.0,26.0,10.0,8,21,141,13.0,5.0,6.0,26.0,9.0,4.0,false
15.0,14.0,2.0,11,9.0,4.0,10.0,24,0.0,20.0,3,81,141,25.0,0.0,11.0,6.0,21.0,10,5,10.0,3,7.0,21.0,9.0,34,3.0,78,7,12.0,0.0,0.0,12,1,80,22.0,10.0,26.0,9.0,9.0,16.0,false
8.0,15.0,16.0,19,25.0,21.0,9.0,6,16.0,12.0,3,61,142,7.0,7.0,21.0,21.0,10.0,17,11,11.0,14,26.0,1.0,9.0,22,2.0,145,16,11.0,6.0,24.0,11,29,75,16.0,25.0,3.0,19.0,14.0,15.0,true
5.0,5.0,10.0,24,16.0,3.0,12.0,21,1.0,16.0,0,87,126,18.0,25.0,9.0,17.0,0.0,7,7,14.0,15,23.0,3.0,7.0,17,9.0,89,10,6.0,19.0,13.0,7,32,65,10.0,1.0,10.0,13.0,24.0,17.0,false
22.0,21.0,11.0,28,4.0,5.0,22.0,7,23.0,19.0,2,96,148,9.0,7.0,23.0,19.0,1.0,15,1,6.0,4,13.0,10.0,2.0,17,16.0,119,27,5.0,16.0,4.0,22,16,52,16.0,26.0,25.0,9.0,23.0,12.0,true
13.0,19.0,10.0,4,23.0,11.0,10.0,6,19.0,17.0,3,41,3,22.0,26.0,15.0,10.0,0.0,3,4,20.0,9,4.0,7.0,22.0,13,0.0,34,0,5.0,6.0,12.0,36,2,96,15.0,19.0,13.0,19.0,3.0,22.0,false
11.0,12.0,11.0,25,23.0,17.0,2.0,28,16.0,23.0,2,96,105,0.0,4.0,9.0,6.0,2.0,11,9,10.0,6,21.0,2.0,25.0,1,16.0,64,0,24.0,19.0,18.0,13,16,133,12.0,24.0,21.0,11.0,7.0,14.0,false
17.0,22.0,22.0,0,11.0,2.0,21.0,0,6.0,17.0,2,144,76,10.0,17.0,5.0,20.0,7.0,19,5,17.0,17,5.0,9.0,16.0,21,2.0,117,36,25.0,2.0,23.0,25,6,58,26.0,16.0,25.0,15.0,20.0,18.0,false
11.0,5.0,15.0,24,8.0,18.0,14.0,33,16.0,16.0,0,5,77,21.0,6.0,19.0,14.0,22.0,19,7,11.0,15,8.0,13.0,7.0,27,9.0,77,22,25.0,1.0,4.0,22,35,66,17.0,1.0,17.0,26.0,9.0,11.0,false
12.0,18.0,18.0,29,0.0,26.0,24.0,15,22.0,12.0,0,91,137,10.0,15.0,18.0,25.0,15.0,12,7,25.0,17,3.0,20.0,22.0,30,2.0,27,10,2.0,1.0,11.0,8,29,81,16.0,4.0,5.0,0.0,17.0,22.0,false
10.0,18.0,15.0,26,1.0,0.0,8.0,26,5.0,8.0,1,57,82,14.0,14.0,18.0,23.0,22.0,7,6,21.0,19,24.0,25.0,18.0,34,17.0,16,28,23.0,23.0,1.0,27,9,106,14.0,19.0,23.0,6.0,13.0,6.0,true
18.0,3.0,1.0,23,9.0,11.0,23.0,23,16.0,22.0,3,70,57,17.0,17.0,1.0,3.0,1.0,12,7,6.0,11,19.0,22.0,7.0,16,9.0,75,29,5.0,8.0,4.0,28,2,31,26.0,13.0,2.0,18.0,1.0,2.0,false
10.0,19.0,5.0,32,24.0,26.0,6.0,29,9.0,26.0,3,105,86,7.0,15.0,24.0,22.0,19.0,10,7,14.0,0,26.0,11.0,3.0,11,1.0,21,0,24.0,22.0,17.0,8,12,40,8.0,5.0,20.0,5.0,20.0,10.0,false
9.0,12.0,1.0,7,21.0,2.0,19.0,2,11.0,0.0,1,68,76,25.0,2.0,23.0,1.0,24.0,13,11,20.0,14,11.0,22.0,25.0,6,3.0,147,27,22.0,21.0,21.0,11,3,143,18.0,9.0,4.0,13.0,14.0,21.0,false
17.0,21.0,18.0,6,0.0,7.0,0.0,0,17.0,5.0,2,48,66,23.0,6.0,0.0,25.0,17.0,7,9,18.0,17,11.0,6.0,0.0,27,0.0,84,0,1.0,16.0,8.0,6,7,119,8.0,16.0,2.0,25.0,14.0,0.0,false
12.0,12.0,12.0,24,6.0,24.0,1.0,18,24.0,5.0,2,53,19,10.0,4.0,6.0,14.0,0.0,13,11,22.0,5,1.0,11.0,12.0,7,19.0,25,0,22.0,15.0,8.0,36,27,29,7.0,24.0,24.0,17.0,8.0,14.0,false
11.0,20.0,8.0,1,11.0,21.0,24.0,21,9.0,11.0,3,77,51,11.0,25.0,9.0,26.0,12.0,9,9,24.0,0,2.0,4.0,26.0,13,22.0,84,23,12.0,5.0,25.0,17,27,143,7.0,23.0,17.0,14.0,21.0,0.0,true
14.0,23.0,7.0,36,21.0,16.0,16.0,33,8.0,13.0,0,123,118,3.0,6.0,20.0,19.0,11.0,14,7,10.0,1,7.0,6.0,24.0,13,4.0,36,28,3.0,24.0,26.0,17,11,43,20.0,7.0,8.0,15.0,15.0,19.0,false
12.0,2.0,6.0,26,1.0,5.0,17.0,6,7.0,0.0,1,81,89,24.0,19.0,12.0,13.0,23.0,0,10,21.0,17,25.0,22.0,20.0,10,3.0,146,17,12.0,13.0,5.0,5,4,56,2.0,0.0,7.0,3.0,19.0,8.0,false
18.0,5.0,0.0,8,9.0,5.0,12.0,36,12.0,9.0,2,49,51,2.0,21.0,25.0,0.0,12.0,5,6,10.0,16,5.0,12.0,23.0,4,25.0,75,24,16.0,23.0,8.0,4,17,122,3.0,22.0,24.0,3.0,9.0,25.0,false
18.0,13.0,12.0,14,0.0,15.0,4.0,4,5.0,14.0,2,133,33,25.0,6.0,16.0,12.0,13.0,11,10,4.0,4,17.0,20.0,15.0,20,15.0,73,20,3.0,2.0,17.0,0,15,73,15.0,21.0,22.0,22.0,24.0,5.0,true
8.0,15.0,26.0,20,17.0,1.0,12.0,20,14.0,16.0,3,106,74,24.0,12.0,24.0,21.0,2.0,9,3,12.0,7,15.0,10.0,1.0,4,6.0,122,32,3.0,12.0,2.0,10,2,96,7.0,7.0,8.0,2.0,22.0,14.0,false
16.0,17.0,13.0,0,11.0,26.0,11.0,32,8.0,9.0,3,120,109,24.0,18.0,4.0,25.0,25.0,3,5,26.0,3,3.0,18.0,20.0,0,0.0,60,3,25.0,25.0,11.0,11,7,5,23.0,21.0,19.0,22.0,24.0,25.0,false
26.0,7.0,8.0,17,8.0,12.0,26.0,9,12.0,5.0,3,17,92,13.0,24.0,21.0,18.0,6.0,6,9,24.0,13,10.0,13.0,25.0,27,8.0,147,23,3.0,0.0,26.0,26,1,43,1.0,4.0,15.0,0.0,26.0,17.0,true
6.0,1.0,8.0,28,19.0,22.0,13.0,21,4.0,25.0,1,102,4,25.0,17.0,22.0,10.0,20.0,13,4,13.0,12,8.0,17.0,10.0,19,4.0,28,25,16.0,3.0,22.0,24,28,77,16.0,15.0,12.0,22.0,17.0,10.0,false
12.0,0.0,19.0,16,9.0,8.0,5.0,6,25.0,21.0,1,80,25,5.0,14.0,11.0,4.0,7.0,7,4,1.0,5,1.0,25.0,10.0,10,6.0,83,4,22.0,19.0,11.0,9,13,63,24.0,21.0,9.0,14.0,18.0,20.0,false
26.0,10.0,13.0,23,1.0,2.0,16.0,18,8.0,4.0,2,51,47,8.0,25.0,6.0,20.0,7.0,16,9,22.0,18,17.0,14.0,23.0,34,11.0,105,31,16.0,20.0,26.0,6,14,141,19.0,9.0,26.0,24.0,26.0,17.0,true
8.0,24.0,19.0,26,23.0,25.0,1.0,6,23.0,24.0,0,15,138,20.0,16.0,25.0,11.0,13.0,13,10,4.0,5,18.0,25.0,26.0,3,20.0,22,7,19.0,22.0,20.0,36,19,116,6.0,0.0,21.0,20.0,11.0,24.0,false
15.0,16.0,1.0,3,10.0,5.0,4.0,29,23.0,1.0,2,10,50,24.0,7.0,15.0,10.0,15.0,10,9,26.0,18,5.0,19.0,0.0,32,9.0,127,6,15.0,22.0,18.0,4,13,116,6.0,15.0,9.0,25.0,3.0,13.0,false
7.0,20.0,19.0,1,5.0,2.0,12.0,6,15.0,11.0,3,108,65,19.0,3.0,3.0,15.0,16.0,18,0,12.0,13,6.0,5.0,5.0,19,3.0,24,17,10.0,23.0,13.0,4,27,76,14.0,24.0,26.0,15.0,7.0,17.0,false
26.0,7.0,26.0,17,20.0,10.0,5.0,12,14.0,1.0,0,60,70,13.0,17.0,2.0,8.0,24.0,9,4,3.0,2,13.0,10.0,3.0,16,14.0,52,15,17.0,2.0,18.0,28,7,61,16.0,1.0,6.0,25.0,14.0,16.0,false
20.0,25.0,5.0,20,11.0,26.0,6.0,24,14.0,10.0,0,131,80,9.0,6.0,26.0,15.0,15.0,7,3,9.0,2,4.0,11.0,23.0,30,18.0,125,16,0.0,5.0,24.0,19,22,11,8.0,26.0,24.0,19.0,9.0,25.0,false
13.0,6.0,23.0,34,3.0,3.0,2.0,4,16.0,9.0,3,108,103,15.0,23.0,26.0,3.0,25.0,9,6,10.0,17,15.0,1.0,2.0,20,12.0,131,13,21.0,11.0,26.0,17,2,44,12.0,0.0,4.0,8.0,4.0,20.0,false
19.0,16.0,13.0,22,25.0,25.0,26.0,25,4.0,20.0,0,93,134,15.0,8.0,2.0,23.0,4.0,6,3,20.0,18,23.0,6.0,26.0,6,16.0,95,26,26.0,11.0,19.0,31,23,32,8.0,23.0,2.0,8.0,20.0,4.0,false
23.0,20.0,8.0,21,19.0,14.0,7.0,7,4.0,19.0,2,133,35,17.0,17.0,24.0,11.0,5.0,16,4,14.0,12,7.0,4.0,23.0,23,8.0,46,34,14.0,16.0,14.0,23,13,142,6.0,14.0,25.0,26.0,8.0,10.0,true
20.0,14.0,0.0,19,1.0,6.0,23.0,12,18.0,24.0,0,137,73,14.0,4.0,6.0,19.0,9.0,18,9,16.0,5,15.0,9.0,10.0,15,17.0,25,7,12.0,3.0,19.0,30,11,8,12.0,20.0,17.0,9.0,2.0,7.0,false
19.0,13.0,9.0,10,1.0,14.0,3.0,8,2.0,19.0,3,26,104,0.0,19.0,4.0,6.0,18.0,8,4,20.0,4,13.0,2.0,15.0,30,13.0,92,12,4.0,8.0,0.0,33,4,95,22.0,6.0,4.0,9.0,12.0,0.0,false
23.0,11.0,23.0,21,16.0,23.0,2.0,31,23.0,21.0,3,96,131,20.0,24.0,21.0,26.0,11.0,12,9,10.0,3,17.0,20.0,11.0,24,9.0,108,26,14.0,2.0,12.0,32,33,85,3.0,18.0,19.0,16.0,26.0,19.0,true
3.0,4.0,7.0,16,15.0,22.0,18.0,23,22.0,9.0,1,82,23,19.0,2.0,13.0,2.0,3.0,9,11,23.0,7,1.0,7.0,26.0,2,10.0,80,34,25.0,15.0,25.0,15,30,34,4.0,3.0,11.0,26.0,17.0,14.0,true
13.0,23.0,14.0,28,20.0,15.0,13.0,20,14.0,25.0,2,53,90,25.0,14.0,9.0,8.0,14.0,5,6,26.0,10,7.0,5.0,15.0,22,12.0,43,17,8.0,13.0,14.0,7,16,33,12.0,3.0,4.0,21.0,23.0,22.0,true
18.0,5.0,20.0,20,25.0,6.0,8.0,14,1.0,21.0,2,89,55,12.0,0.0,26.0,22.0,4.0,11,8,12.0,5,14.0,26.0,22.0,6,11.0,139,5,24.0,5.0,10.0,17,15,29,13.0,5.0,22.0,21.0,26.0,10.0,false
1.0,13.0,9.0,16,21.0,15.0,0.0,10,7.0,9.0,0,104,132,17.0,12.0,25.0,23.0,2.0,2,6,15.0,5,25.0,23.0,16.0,4,18.0,48,34,16.0,8.0,25.0,25,30,42,26.0,24.0,20.0,23.0,6.0,19.0,false
6.0,13.0,7.0,36,5.0,7.0,24.0,16,13.0,16.0,3,6,81,15.0,26.0,0.0,2.0,6.0,3,4,9.0,9,2.0,15.0,8.0,16,2.0,102,17,6.0,10.0,22.0,31,14,11,14.0,4.0,13.0,18.0,9.0,14.0,false
4.0,10.0,9.0,25,14.0,10.0,5.0,10,0.0,14.0,0,78,65,7.0,16.0,12.0,7.0,8.0,18,5,7.0,0,25.0,19.0,19.0,30,2.0,85,9,10.0,2.0,8.0,5,2,33,26.0,8.0,16.0,21.0,9.0,22.0,false
19.0,25.0,11.0,4,9.0,6.0,10.0,35,20.0,15.0,2,19,114,2.0,18.0,15.0,12.0,26.0,17,10,5.0,0,21.0,9.0,23.0,34,0.0,42,36,21.0,14.0,13.0,12,26,95,11.0,7.0,7.0,3.0,7.0,12.0,false
20.0,2.0,22.0,19,9.0,12.0,11.0,6,25.0,23.0,1,101,70,5.0,4.0,10.0,6.0,23.0,17,1,4.0,18,6.0,16.0,13.0,5,16.0,45,5,10.0,11.0,21.0,4,23,32,23.0,3.0,8.0,26.0,23.0,2.0,false
10.0,2.0,9.0,19,1.0,23.0,18.0,23,5.0,8.0,3,111,95,7.0,26.0,14.0,22.0,20.0,9,2,18.0,6,7.0,3.0,24.0,5,22.0,140,7,18.0,2.0,17.0,17,22,75,26.0,18.0,24.0,6.0,18.0,9.0,true
21.0,25.0,11.0,5,18.0,20.0,12.0,16,5.0,22.0,1,0,118,0.0,17.0,25.0,2.0,16.0,6,2,9.0,18,11.0,7.0,4.0,30,14.0,103,36,7.0,16.0,3.0,31,11,136,9.0,9.0,22.0,15.0,23.0,20.0,false
9.0,15.0,7.0,33,2.0,16.0,3.0,31,22.0,1.0,0,25,27,26.0,12.0,11.0,24.0,7.0,1,5,20.0,20,18.0,25.0,23.0,24,6.0,49,33,15.0,9.0,5.0,32,0,37,15.0,9.0,10.0,19.0,14.0,19.0,false
1.0,14.0,12.0,28,11.0,23.0,6.0,30,20.0,23.0,1,100,60,8.0,22.0,22.0,6.0,24.0,11,11,24.0,13,26.0,8.0,7.0,36,18.0,29,28,13.0,9.0,24.0,18,7,95,2.0,11.0,8.0,23.0,26.0,12.0,true
24.0,5.0,11.0,23,7.0,21.0,13.0,30,26.0,22.0,1,19,33,16.0,17.0,6.0,5.0,11.0,4,11,3.0,17,13.0,0.0,1.0,5,7.0,108,8,3.0,25.0,16.0,25,23,117,9.0,18.0,3.0,3.0,13.0,22.0,false
17.0,19.0,1.0,8,5.0,25.0,4.0,5,14.0,4.0,3,11,50,10.0,22.0,13.0,10.0,18.0,7,3,12.0,2,2.0,2.0,3.0,22,17.0,131,25,3.0,3.0,3.0,23,36,140,0.0,13.0,25.0,15.0,9.0,5.0,false
23.0,19.0,17.0,18,9.0,12.0,0.0,0,11.0,22.0,0,97,126,10.0,8.0,15.0,13.0,10.0,16,3,10.0,0,25.0,18.0,25.0,16,5.0,136,20,1.0,7.0,12.0,25,19,142,25.0,16.0,13.0,1.0,0.0,12.0,false
22.0,21.0,2.0,35,16.0,10.0,14.0,5,12.0,7.0,1,91,10,17.0,13.0,20.0,3.0,4.0,6,8,9.0,7,21.0,1.0,10.0,36,6.0,82,30,26.0,2.0,10.0,35,30,86,26.0,26.0,12.0,24.0,24.0,16.0,false
24.0,11.0,3.0,5,8.0,4.0,20.0,35,6.0,19.0,2,60,52,6.0,20.0,14.0,25.0,8.0,7,1,25.0,14,16.0,3.0,21.0,35,8.0,145,10,18.0,14.0,19.0,10,29,131,25.0,22.0,20.0,24.0,19.0,26.0,false
3.0,16.0,3.0,0,6.0,18.0,9.0,16,2.0,14.0,2,22,141,7.0,21.0,8.0,2.0,9.0,13,10,25.0,20,21.0,15.0,21.0,9,5.0,119,14,18.0,25.0,9.0,21,33,84,14.0,9.0,17.0,16.0,10.0,2.0,false
24.0,26.0,14.0,0,24.0,7.0,12.0,4,14.0,25.0,3,25,120,10.0,12.0,11.0,8.0,13.0,20,9,4.0,2,11.0,3.0,4.0,29,19.0,22,27,6.0,25.0,26.0,15,28,55,8.0,11.0,0.0,25.0,19.0,18.0,true
0.0,7.0,26.0,27,7.0,0.0,20.0,17,26.0,10.0,0,91,7,0.0,23.0,3.0,13.0,18.0,6,10,2.0,2,4.0,18.0,22.0,13,24.0,47,28,4.0,6.0,6.0,22,31,107,19.0,25.0,16.0,17.0,11.0,25.0,true
12.0,24.0,16.0,22,16.0,15.0,18.0,25,11.0,15.0,3,18,139,5.0,24.0,2.0,1.0,11.0,18,0,18.0,8,18.0,12.0,18.0,16,22.0,114,15,20.0,20.0,6.0,19,7,92,21.0,7.0,10.0,18.0,16.0,18.0,false
2.0,4.0,26.0,34,3.0,9.0,11.0,16,2.0,20.0,0,132,79,12.0,20.0,4.0,8.0,8.0,19,4,11.0,7,19.0,19.0,15.0,16,5.0,36,4,5.0,15.0,20.0,24,11,50,3.0,2.0,9.0,8.0,2.0,0.0,false
21.0,24.0,8.0,24,11.0,7.0,7.0,28,15.0,2.0,3,44,17,12.0,0.0,19.0,25.0,2.0,13,11,2.0,14,15.0,18.0,12.0,26,24.0,133,0,1.0,20.0,18.0,27,35,43,1.0,25.0,14.0,12.0,15.0,10.0,false
6.0,6.0,1.0,29,10.0,17.0,24.0,26,14.0,1.0,1,147,82,10.0,22.0,3.0,6.0,21.0,15,4,13.0,12,12.0,8.0,19.0,24,21.0,10,25,1.0,6.0,22.0,19,12,60,17.0,20.0,7.0,1.0,21.0,17.0,false
14.0,1.0,12.0,28,25.0,1.0,13.0,2,0.0,26.0,0,88,117,4.0,6.0,20.0,23.0,7.0,10,6,1.0,10,23.0,26.0,22.0,8,19.0,140,24,23.0,9.0,14.0,7,21,2,10.0,13.0,15.0,5.0,1.0,4.0,false
22.0,2.0,24.0,19,19.0,10.0,22.0,5,23.0,6.0,2,145,70,25.0,11.0,8.0,13.0,17.0,13,8,22.0,16,5.0,18.0,7.0,0,15.0,145,13,17.0,22.0,25.0,11,5,85,19.0,26.0,26.0,26.0,5.0,3.0,false
12.0,6.0,20.0,32,0.0,19.0,20.0,32,11.0,2.0,1,136,144,18.0,13.0,12.0,8.0,18.0,12,6,5.0,15,18.0,9.0,20.0,23,19.0,30,30,9.0,26.0,8.0,18,30,70,11.0,3.0,5.0,0.0,3.0,9.0,false
12.0,4.0,5.0,24,26.0,13.0,23.0,10,26.0,18.0,1,130,15,22.0,10.0,7.0,16.0,12.0,6,10,9.0,14,19.0,6.0,24.0,32,6.0,65,0,16.0,4.0,21.0,3,21,90,24.0,10.0,19.0,20.0,16.0,7.0,true
1.0,20.0,11.0,24,2.0,3.0,0.0,27,12.0,10.0,0,67,95,2.0,4.0,0.0,13.0,19.0,8,6,26.0,3,0.0,10.0,14.0,8,15.0,127,7,7.0,3.0,17.0,20,28,46,23.0,24.0,9.0,11.0,7.0,3.0,false
23.0,24.0,26.0,16,9.0,6.0,9.0,8,8.0,15.0,3,55,134,1.0,7.0,13.0,9.0,9.0,12,9,21.0,15,12.0,11.0,21.0,14,20.0,46,19,16.0,1.0,17.0,1,23,145,19.0,26.0,9.0,10.0,25.0,20.0,false
0.0,3.0,8.0,1,10.0,10.0,13.0,34,10.0,7.0,2,94,1,7.0,7.0,22.0,14.0,17.0,0,9,10.0,2,22.0,7.0,23.0,8,12.0,132,19,10.0,6.0,7.0,22,2,13,20.0,12.0,21.0,10.0,11.0,9.0,false
8.0,2.0,24.0,30,11.0,23.0,18.0,0,1.0,18.0,0,82,137,24.0,7.0,15.0,26.0,10.0,8,11,11.0,20,10.0,3.0,2.0,12,20.0,118,35,23.0,9.0,5.0,33,10,3,8.0,0.0,14.0,10.0,22.0,7.0,false
3.0,9.0,13.0,12,3.0,22.0,15.0,11,17.0,15.0,3,88,89,6.0,2.0,12.0,0.0,18.0,4,2,3.0,18,14.0,20.0,13.0,18,14.0,4,0,10.0,23.0,9.0,13,36,2,17.0,2.0,1.0,4.0,4.0,14.0,false
15.0,17.0,16.0,4,26.0,26.0,19.0,20,3.0,23.0,0,108,0,0.0,11.0,16.0,13.0,0.0,10,8,1.0,13,1.0,3.0,14.0,16,20.0,8,31,24.0,16.0,14.0,17,18,26,25.0,19.0,12.0,1.0,14.0,21.0,false
14.0,7.0,10.0,7,26.0,15.0,16.0,22,23.0,22.0,3,138,131,26.0,1.0,2.0,6.0,8.0,2,10,12.0,20,15.0,4.0,23.0,3,16.0,146,36,4.0,12.0,12.0,31,26,125,10.0,22.0,9.0,12.0,6.0,21.0,false
7.0,16.0,24.0,1,11.0,5.0,22.0,10,7.0,21.0,0,119,27,18.0,21.0,19.0,16.0,17.0,20,3,0.0,7,16.0,1.0,26.0,11,21.0,70,24,8.0,7.0,20.0,20,12,145,4.0,22.0,16.0,25.0,8.0,7.0,false
5.0,16.0,2.0,20,9.0,8.0,13.0,7,23.0,7.0,1,66,48,26.0,8.0,16.0,6.0,8.0,13,5,22.0,20,22.0,22.0,0.0,13,13.0,62,23,9.0,24.0,12.0,21,33,48,18.0,16.0,25.0,16.0,16.0,4.0,false
0.0,14.0,24.0,21,22.0,2.0,24.0,22,16.0,17.0,0,20,136,13.0,9.0,19.0,15.0,24.0,10,11,6.0,17,15.0,19.0,21.0,17,26.0,14,11,15.0,10.0,20.0,31,12,84,10.0,2.0,9.0,25.0,10.0,22.0,false
5.0,5.0,19.0,8,24.0,17.0,16.0,9,5.0,14.0,2,42,30,8.0,23.0,8.0,6.0,18.0,3,6,12.0,12,16.0,24.0,13.0,5,22.0,52,36,0.0,14.0,18.0,27,13,77,18.0,1.0,5.0,17.0,17.0,6.0,false
15.0,12.0,15.0,22,7.0,2.0,6.0,7,21.0,15.0,2,33,108,20.0,26.0,13.0,14.0,10.0,0,11,15.0,8,14.0,21.0,19.0,5,21.0,92,29,17.0,14.0,6.0,35,3,100,25.0,19.0,6.0,17.0,18.0,17.0,false
3.0,25.0,13.0,15,14.0,17.0,19.0,21,12.0,16.0,3,143,101,16.0,24.0,2.0,1.0,0.0,1,0,13.0,19,9.0,16.0,17.0,11,17.0,68,35,25.0,11.0,5.0,9,30,90,13.0,26.0,21.0,22.0,6.0,15.0,true
20.0,24.0,22.0,29,19.0,7.0,11.0,4,1.0,0.0,0,140,120,13.0,17.0,21.0,7.0,3.0,3,7,0.0,11,1.0,23.0,20.0,8,7.0,104,28,13.0,22.0,3.0,28,12,111,12.0,20.0,13.0,8.0,4.0,24.0,true
6.0,9.0,6.0,24,21.0,0.0,6.0,1,5.0,17.0,0,142,114,23.0,8.0,15.0,14.0,7.0,12,4,12.0,9,18.0,22.0,21.0,29,17.0,117,19,8.0,3.0,26.0,16,22,47,4.0,11.0,6.0,1.0,18.0,5.0,true
4.0,24.0,26.0,30,11.0,16.0,21.0,27,18.0,7.0,2,63,94,6.0,23.0,9.0,17.0,21.0,4,3,5.0,7,1.0,25.0,26.0,36,10.0,69,18,19.0,5.0,4.0,14,27,33,5.0,5.0,21.0,12.0,7.0,2.0,false
18.0,14.0,12.0,32,11.0,11.0,1.0,2,25.0,4.0,3,62,148,8.0,7.0,24.0,12.0,21.0,10,5,9.0,12,19.0,15.0,7.0,3,15.0,130,22,0.0,24.0,11.0,17,5,41,12.0,21.0,20.0,14.0,9.0,5.0,false
19.0,17.0,25.0,33,13.0,25.0,1.0,8,23.0,7.0,2,83,32,16.0,3.0,25.0,2.0,12.0,16,5,23.0,3,3.0,24.0,11.0,13,19.0,72,19,18.0,4.0,5.0,3,33,114,12.0,23.0,17.0,26.0,7.0,22.0,false
8.0,10.0,7.0,25,19.0,23.0,23.0,23,2.0,18.0,2,120,23,16.0,10.0,12.0,26.0,23.0,19,0,19.0,14,6.0,14.0,12.0,20,3.0,52,2,11.0,20.0,11.0,15,26,39,12.0,26.0,22.0,17.0,20.0,13.0,false
8.0,23.0,1.0,10,14.0,13.0,24.0,6,16.0,26.0,3,68,125,24.0,11.0,9.0,13.0,15.0,19,7,25.0,11,15.0,17.0,24.0,19,16.0,1,1,13.0,10.0,9.0,28,2,100,19.0,12.0,12.0,22.0,14.0,6.0,false
17.0,18.0,7.0,4,26.0,25.0,6.0,13,2.0,21.0,1,132,95,4.0,24.0,2.0,5.0,16.0,0,2,21.0,13,25.0,25.0,17.0,14,1.0,146,23,26.0,9.0,23.0,7,28,48,1.0,18.0,10.0,22.0,2.0,2.0,false
15.0,21.0,5.0,1,17.0,15.0,1.0,24,24.0,6.0,2,97,72,12.0,18.0,12.0,5.0,16.0,9,2,0.0,10,9.0,8.0,24.0,19,16.0,135,26,25.0,8.0,2.0,12,26,97,18.0,24.0,11.0,9.0,25.0,26.0,true
13.0,11.0,12.0,22,14.0,5.0,3.0,12,13.0,17.0,3,43,36,12.0,0.0,25.0,14.0,9.0,19,8,21.0,4,19.0,8.0,4.0,13,23.0,14,3,2.0,23.0,23.0,36,30,68,22.0,2.0,3.0,21.0,4.0,13.0,false
5.0,19.0,19.0,30,16.0,20.0,12.0,9,1.0,12.0,2,45,145,16.0,11.0,20.0,17.0,24.0,11,11,5.0,20,8.0,13.0,24.0,15,14.0,66,15,10.0,18.0,6.0,5,1,116,3.0,25.0,1.0,21.0,19.0,7.0,false
5.0,2.0,4.0,30,3.0,19.0,6.0,12,6.0,5.0,2,32,102,9.0,12.0,21.0,23.0,14.0,15,5,1.0,0,25.0,3.0,11.0,5,12.0,43,22,26.0,0.0,13.0,4,28,64,1.0,15.0,7.0,5.0,23.0,9.0,false
23.0,20.0,6.0,4,7.0,17.0,16.0,28,25.0,11.0,0,39,123,22.0,8.0,6.0,22.0,17.0,15,5,20.0,13,25.0,18.0,22.0,1,18.0,83,31,26.0,6.0,18.0,16,13,91,3.0,14.0,6.0,6.0,0.0,4.0,false
15.0,25.0,24.0,12,7.0,20.0,25.0,7,11.0,15.0,2,89,103,25.0,21.0,21.0,18.0,20.0,6,1,14.0,12,17.0,25.0,13.0,28,9.0,98,32,4.0,15.0,19.0,4,4,80,3.0,25.0,23.0,1.0,24.0,4.0,true
